0.0062203 321.52911 650.00000 0.60000000 0.13000000 3.3253794 19.751060 10.539110 -4.7040351 120.44356
0.0035125 569.39500 650.00000 0.60000000 0.068000000 67.792381 298.59715 344.82262 46.783096 294.99460
0.0032206 621.00000 675.00000 0.60000000 0.062000000 56.525574 309.29339 114.70628 -20.333786 24.611608
0.0019441 1028.7300 606.00000 0.69000000 0.12000000 44.000000 345.84725 321.79970 37.442455 170.38586
0.0018132 1103.0000 197.00000 0.60000000 0.032000000 56.797703 28.045299 174.98414 4.9598223 235.08801
0.012505 159.93430 3071.4819 0.58386290 0.54524022 115.71070 220.65300 47.405708 -53.505402 155.03450
0.010023 199.53300 8902.5879 0.86007297 0.66523433 110.73830 304.70801 279.82230 2.4233999 271.99911
0.0090862 220.11380 4615.3071 0.50882173 0.59650922 88.068481 216.52290 35.562340 58.121960 15.628570
0.0089797 222.72549 8086.5088 0.60169959 0.62989902 33.341702 45.840439 170.54131 -18.139500 259.04330
0.0090546 220.88290 8898.6201 0.36548781 0.27585381 106.37560 105.79690 289.48340 -10.886400 263.68771
0.0080729 247.74190 6175.7261 0.23775341 0.24138780 134.01210 127.75510 292.49551 18.014730 279.96390
0.0080400 248.75771 6571.0591 0.44167730 0.27287069 73.703056 150.72610 164.23730 -32.563900 250.77580
0.0070017 285.64569 6847.4590 0.25783959 0.45708671 75.281548 138.41920 43.928440 20.383850 280.26251
0.0069922 286.03271 8506.0244 0.48917919 0.52049237 140.60719 219.46170 84.027298 -5.9775901 268.19910
0.0060175 332.36121 8078.1138 0.34050119 0.73806739 87.614189 288.01389 290.78671 -6.2158899 266.54568
0.0050077 399.38821 7420.7461 0.30341631 0.34086320 125.51160 119.44460 37.971008 4.7876501 273.01920
0.0039993 500.08969 9142.6387 0.60860550 0.68425101 105.06790 61.679138 290.26801 1.2160600 270.93210
0.0030116 664.08820 3414.2910 0.91573822 0.24178730 135.78290 282.45279 300.41339 37.624119 294.19220
0.0030090 664.66229 8422.5518 0.66399962 0.75203961 109.85820 301.11560 173.76810 3.7446401 271.57840
0.0020059 997.06201 1749.5930 0.36735240 0.62621069 131.16499 172.55740 155.29330 -54.494499 137.16660
0.0011142 1794.9550 628.90698 0.58537507 0.56649703 18.767611 114.07410 41.001339 -53.016499 139.87669
0.00096326 2076.2920 307.23911 0.36935580 0.85769612 88.684532 50.004650 288.41110 13.157020 47.713581
0.00087307 2290.7771 210.66991 0.64037782 0.54054070 127.34730 168.09630 241.90491 -65.648903 113.34290
0.00073283 2729.1350 129.50520 0.79646999 0.63874018 139.38800 309.25421 338.06189 -62.902802 19.283001
0.00066410 3011.5959 343.54050 0.50546569 0.55933648 78.820312 255.22580 254.33009 11.797790 272.15530

